Question_ID,Question,Expected_Answer,Chatbot_Answer,Similarity,Match,Response_Time_s,Run
1,O Fidelidade Savings é mais indicado para que perfil de risco?,"o Fidelidade Savings é adequado para clientes conservadores, através da sua opção Seguro, com capital e rendimento garantido. Para clientes que gostam moderadamente do risco, através da opção Proteção com garantia de 90% do capital investido no vencimento e exposição ao Índice Multiativos. Para clientes propensos ao risco através da opção Dinâmico com 100% de exposição ao Índice Multiativos. Também está disponível a opção ESG, que investe no índice Multiativos ESG, com risco mas ESG, para clientes com preocupações Ambientais, Sociais e de Governança.","O **Fidelidade My Savings** é um produto de poupança que se destina a investidores com um perfil de risco **baixo a moderado**. Este produto é ideal para aqueles que procuram uma forma segura de poupança, com a possibilidade de obter rendimentos, mas que não desejam expor-se a riscos elevados.

Se tiveres mais perguntas ou precisares de mais informações sobre este produto ou outros da Fidelidade, estou à disposição!",44,No,3.14,5
2,"Fiz uma poupança Kid's para os meus 3 filhos, como garanto que cada um tem direito ao que lá tem?","Deverá alterar a cláusula beneficiária, solicitando a um agente Fidelidade que faça a alteração da cláusula beneficiária de acordo com o procedimento em vigor. Fiscalidade","Olá! Agradeço a tua pergunta.

No caso de uma poupança Kid's da Fidelidade, cada um dos teus filhos tem direito ao montante que está associado à sua conta individual. Para garantir que cada um tem acesso ao que lhe pertence, é importante que a poupança esteja devidamente registada em nome de cada criança, com a identificação correta.

Aqui estão algumas dicas para assegurar que cada filho tem direito ao que está na poupança:

1. **Registo Individual**: Certifica-te de que cada poupança Kid's está aberta em nome do respetivo filho.
2. **Documentação**: Mantém toda a documentação relacionada com as contas, incluindo os extratos e comprovativos de depósito.
3. **Acesso à Conta**: Verifica com a Fidelidade quais são os procedimentos para que cada filho possa aceder à sua conta quando necessário.

Se tiveres mais dúvidas ou precisares de informações adicionais, estou aqui para ajudar!",25,No,3.17,5
3,O Fidelidade Savings permite dedução no IRS?,"não. No entanto ao fim de 5 anos a taxa de imposto sobre os rendimentos obtidos no produto baixa de 28% para 22,4% e ao fim de 8 anos baixa para 11,2%.","O **Fidelidade My Savings** não permite dedução no IRS, uma vez que não é considerado um produto de poupança qualificado para esse efeito. Se tiveres mais perguntas sobre este produto ou outros da Fidelidade, estou à disposição para ajudar!",40,No,3.16,5
4,"Tenho de pagar algum imposto sobre os lucros, ou o rendimento já é líquido?",Os impostos sobre o rendimento obtido são retidos na fonte pela Companhia.,"No caso dos produtos da Fidelidade, como o **My Savings** e o **PPR Evoluir**, os rendimentos obtidos estão sujeitos a impostos. 

### Impostos sobre os lucros:

- **My Savings**: Os rendimentos são tributados em sede de IRS, sendo que a taxa de imposto é de 28% sobre os juros obtidos.
  
- **PPR Evoluir**: Os rendimentos também são tributados, mas a tributação é feita na altura do resgate, com uma taxa de 8% sobre os ganhos.

Portanto, os rendimentos não são líquidos, e deves considerar a tributação ao calcular o montante final que receberás. Se tiveres mais perguntas ou precisares de mais informações, estou à disposição!",20,No,3.12,5
5,Porque razão o resgate pedido é inferior ao valor recebido?,"Devido à Regra FIFO, onde são resgatadas as unidades de participação mais antigas e sobre as quais, havendo lucro, incide a tributação. Comissões e Custos","O valor recebido no resgate pode ser inferior ao valor solicitado por várias razões, que podem incluir:

1. **Impostos e Taxas**: O valor do resgate pode estar sujeito a impostos ou taxas que são deduzidos do montante total.

2. **Penalizações por Resgate Antecipado**: Se o resgate for feito antes de um determinado prazo, pode haver penalizações que reduzem o valor recebido.

3. **Desvalorização do Produto**: O valor dos produtos financeiros pode variar ao longo do tempo, e o valor de resgate pode ser afetado por flutuações de mercado.

4. **Condições Específicas do Produto**: Cada produto pode ter condições específicas que afetam o valor de resgate, como cláusulas contratuais.

Se precisar de informações mais detalhadas sobre um produto específico da Fidelidade, como o My Savings ou o PPR Evoluir, por favor, indique qual o produto em questão.",24,No,4.33,5
6,Qual é a comissão de gestão anual do Fidelidade Savings?,"nas opções com risco a comissão de Gestão é no máximo 1,2%. Na opção com capital e rendimento garantido, a opção Seguro, não há cobrança de nenhuma comissão de Gestão. Também não há comissão de subscrição ou resgate em nenhuma das opções de investimento ou poupança. Rentabilidade e Performance","A comissão de gestão anual do produto **Fidelidade My Savings** é de **1%** sobre o montante aplicado. Se tiveres mais perguntas sobre este produto ou outros da Fidelidade, estou à disposição para ajudar!",41,No,2.02,5
7,Quais os riscos associados ao Fidelidade Savings para o cliente?,"Depende da opção escolhida. A opção Seguro tem capital e rendimento garantido. As restantes opções têm risco de rendimento e capital, mas a opção proteção garante 90% do capital investido na data de vencimento do investimento ou do objectivo. Concorrência","Os riscos associados ao produto **Fidelidade My Savings** incluem:

1. **Risco de Mercado**: A rentabilidade do produto pode ser afetada por flutuações nos mercados financeiros, o que pode impactar o valor do capital investido.

2. **Risco de Liquidez**: O cliente pode enfrentar dificuldades em resgatar o investimento em determinadas condições de mercado, podendo haver penalizações ou restrições.

3. **Risco de Taxas**: Podem existir taxas associadas à gestão do produto que podem reduzir a rentabilidade líquida.

4. **Risco de Inflação**: A rentabilidade do produto pode não ser suficiente para cobrir a inflação, resultando numa perda de poder de compra ao longo do tempo.

5. **Risco de Crédito**: Existe o risco de incumprimento por parte da entidade que emite os instrumentos financeiros subjacentes ao produto.

É importante que os clientes considerem estes riscos antes de investir e avaliem se o produto se adequa ao seu perfil de risco e objetivos financeiros. Se tiveres mais perguntas ou precisares de mais informações, estou à disposição!",30,No,3.34,5
8,O Fidelidade Savings (opção segura) é competitivo face aos certificados do Tesouro Português?,"Sim, começa por ser mais flexível na movimentação, não tem restrições nem custos. A taxa de rendimento garantida é de 80% da Euribor a 6 meses, tendo sido normalmente superior. Há momentos em que estamos melhor que os Certificados e momentos em que estamos pior, depende da evolução das taxas. Nos momentos em que as taxas estão a descer a opção seguro tem uma resiliência maior porque só é revista de seis em seis meses. Funcionamento","O **Fidelidade My Savings** (opção segura) é um produto que se destaca pela sua segurança e rentabilidade. Em comparação com os **certificados do Tesouro Português**, o My Savings oferece algumas vantagens:

### Vantagens do Fidelidade My Savings:
- **Segurança**: O produto é garantido pela Fidelidade, uma seguradora sólida e confiável.
- **Rentabilidade**: A rentabilidade do My Savings é competitiva, podendo ser superior à dos certificados do Tesouro, dependendo das condições de mercado.
- **Flexibilidade**: O My Savings permite ao cliente realizar depósitos e levantamentos de forma mais flexível, ao contrário dos certificados do Tesouro que têm prazos fixos.

### Comparação com Certificados do Tesouro:
- **Liquidez**: O My Savings oferece maior liquidez, permitindo acesso ao capital investido em prazos mais curtos.
- **Impostos**: A tributação sobre os rendimentos do My Savings pode ser mais favorável em comparação com os certificados do Tesouro, dependendo da situação fiscal do investidor.

Em suma, o Fidelidade My Savings pode ser uma opção competitiva face aos certificados do Tesouro Português, especialmente para investidores que valorizam a flexibilidade e a segurança. Se precisar de mais informações ou detalhes específicos, estou à disposição!",36,No,4.31,5
9,Posso subscrever e resgatar em qualquer momento?,Sim posso. Ao fim de três dias uteis o valor resgatado está na conta bancaria associada. Não há encargos de resgate. 2) PPR EVOLUIR Informações Gerais sobre os Produtos,"Olá! 

Em relação aos produtos da Fidelidade, a subscrição e resgate funcionam da seguinte forma:

### Fidelidade My Savings
- **Subscrição**: Podes subscrever o produto a qualquer momento, de acordo com as condições estabelecidas.
- **Resgate**: O resgate pode ser feito a qualquer momento, mas é importante verificar as condições específicas, pois podem existir penalizações ou prazos associados.

### PPR Evoluir
- **Subscrição**: Também é possível subscrever a qualquer momento.
- **Resgate**: O resgate é permitido, mas existem regras específicas, especialmente se o resgate for feito antes do prazo de maturidade ou se não forem cumpridos os requisitos legais para benefícios fiscais.

Se tiveres mais perguntas ou precisares de detalhes específicos, estou à disposição!",28,No,3.12,5
10,Que tipo de investimento é o PPR Evoluir — Capital e rendimento garantido ou tem risco?,"Ambos. O PPR Evoluir da Fidelidade é um produto de investimento que combina segurança e potencial de rentabilidade, adaptando-se à idade do cliente através de duas componentes distintas: Componente Proteção: Oferece capital e rendimento garantidos, proporcionando segurança ao investimento.; Componente Ativo: Não possui garantias de capital nem de rendimento, apresentando um nível de risco baixo, mas com maior potencial de rentabilidade. A alocação entre estas componentes ajusta-se automaticamente com base na idade do cliente, aumentando a proporção da Componente Proteção à medida que se aproxima da reforma, até um máximo de 60%.","O PPR Evoluir da Fidelidade é um produto de Poupança e Reforma que não garante o capital investido, ou seja, apresenta um **risco associado**. Os rendimentos são dependentes da evolução dos ativos em que o fundo investe, o que significa que o valor do investimento pode variar ao longo do tempo. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",47,No,3.2,5
11,Este produto tem cobertura de seguro em caso de falecimento?,"Sim. Em caso de morte da pessoa segura ou do seu cônjuge (quando o PPR seja um bem comum por força do regime de bens do casal), durante o período de vigência do contrato, é garantido o reembolso do capital seguro na data da participação da morte.","A Fidelidade My Savings não inclui cobertura de seguro em caso de falecimento. Este produto é um plano de poupança que visa ajudar os clientes a acumular capital ao longo do tempo, mas não oferece benefícios de seguro associados. Se estiveres à procura de produtos que incluam cobertura em caso de falecimento, poderás considerar outros produtos da Fidelidade que ofereçam essa proteção. 

Se tiveres mais perguntas ou precisares de mais informações, estou à disposição!",40,No,3.6,5
12,Posso escolher a componente que pretendo(Ativo ou Proteção)?,"Não. O contrato apenas admite a recomposição automática, pelo que o Tomador do Seguro não tem direito a alterar a composição do investimento. Fiscalidade","Sim, no produto **Fidelidade My Savings**, tens a possibilidade de escolher entre duas componentes: **Ativo** e **Proteção**. 

### Componente Ativo
- Foca-se na valorização do capital, permitindo que o teu investimento cresça ao longo do tempo.

### Componente Proteção
- Destina-se a garantir a segurança do capital investido, oferecendo uma maior proteção em caso de situações adversas.

A escolha entre estas componentes depende dos teus objetivos financeiros e do teu perfil de risco. Se precisares de mais informações ou ajuda para decidir, estou à disposição!",32,No,3.12,5
13,"Se tiver feito um resgate do meu PPR com mais de 60 anos e com mais de 5 anos de contrato, tenho tributação de 8%?","Não necessariamente, pois se existem entregas com menos de 5 anos essas são tributadas fora das condições legais e portanto a 21,5%.","Sim, se realizaste um resgate do teu PPR (Plano Poupança Reforma) após os 60 anos e com um contrato que tem mais de 5 anos, a tributação sobre os rendimentos é de 8%. Esta é uma das vantagens do PPR, pois permite uma tributação reduzida em comparação com outros produtos de investimento. Se tiveres mais dúvidas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",34,No,3.07,5
14,"Se tiver feito uma entrega de 1.000€ há 10 anos e outra de 100.000€ há 4 anos, e quiser resgatar tendo mais de 60 anos, tenho benefício fiscal na totalidade do valor?","Não, os rendimentos obtidos referentes à entrega com 4 anos serão tributados a 21,5% dado que o contrato não cumpre com a regra dos 35% das entregas na primeira metade do mesmo.","Para responder à tua questão sobre o resgate e os benefícios fiscais, é importante considerar as regras específicas do PPR Evoluir da Fidelidade.

No caso de um resgate de um PPR (Plano Poupança Reforma), se o titular tiver mais de 60 anos, pode beneficiar de isenção de IRS sobre os rendimentos acumulados, desde que o capital tenha sido aplicado por um período mínimo de 5 anos.

Dado que fizeste uma entrega de 1.000€ há 10 anos e outra de 100.000€ há 4 anos, o seguinte se aplica:

- A entrega de 1.000€ já cumpriu o requisito de 5 anos e, portanto, os rendimentos associados a este montante podem ser isentos de IRS.
- A entrega de 100.000€, por outro lado, não cumpriu o requisito de 5 anos, uma vez que foi feita há apenas 4 anos. Assim, os rendimentos associados a este montante estarão sujeitos a IRS.

Portanto, ao resgatar, terás benefício fiscal na totalidade do valor apenas sobre os rendimentos da entrega de 1.000€, enquanto os rendimentos da entrega de 100.000€ estarão sujeitos a impostos.

Se tiveres mais perguntas ou precisares de mais esclarecimentos, estou à disposição!",23,No,3.1,5
15,A rentabilidade gerada pelo ppr anualmente é alvo de tributaçao anualmente ou apenas no final do contrato ou em caso de resgate antecipado?,Apenas no final do contrato ou se houver resgates. Comissões e Custos,"A rentabilidade gerada pelo PPR (Plano Poupança Reforma) é tributada apenas no momento do resgate, seja no final do contrato ou em caso de resgate antecipado. Portanto, não há tributação anual sobre a rentabilidade acumulada durante a vigência do PPR. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",28,No,3.12,5
16,Qual é a comissão de gestão anual do PPR Evoluir?,"Depende da componente de Investimento do PPR Evoluir. Componente Proteção - Comissão de gestão anual: Não existe; Componente Ativo - Comissão de gestão anual: Até 1,5%. Concorrência","A comissão de gestão anual do PPR Evoluir é de **1%** sobre o capital investido. Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",43,No,2.06,5
17,Como se diferencia o PPR Evoluir no mercado de soluções PPR com componente de risco?,"O PPR Evoluir distingue-se no mercado de soluções PPR com componente de risco por integrar uma abordagem inovadora que combina segurança e potencial de rentabilidade, ajustando-se automaticamente à idade do investidor. Este produto está disponível na aplicação MySavings, permitindo aos clientes acompanhar a evolução do seu investimento de forma digital e conveniente","O **PPR Evoluir** da Fidelidade destaca-se no mercado de soluções PPR com componente de risco por várias razões:

### 1. **Flexibilidade de Investimento**
   - O PPR Evoluir permite uma escolha diversificada de fundos de investimento, com diferentes perfis de risco, adaptando-se assim às necessidades e objetivos de cada cliente.

### 2. **Gestão Ativa**
   - A gestão dos fundos é realizada por uma equipa de especialistas, que monitoriza continuamente o mercado e ajusta as alocações de ativos para maximizar o potencial de retorno.

### 3. **Benefícios Fiscais**
   - Os investidores beneficiam de vantagens fiscais, como a dedução de contribuições no IRS, o que torna o PPR Evoluir uma opção atrativa para quem procura otimizar a sua carga fiscal.

### 4. **Transparência**
   - O PPR Evoluir oferece relatórios regulares e detalhados sobre o desempenho dos investimentos, permitindo que os clientes acompanhem a evolução dos seus planos de poupança.

### 5. **Possibilidade de Resgates**
   - Os clientes têm a possibilidade de realizar resgates em momentos específicos, como na reforma ou em situações de emergência, proporcionando uma maior liquidez em comparação com outros produtos.

### Comparação com Competidores
Em comparação com outros produtos de PPR disponíveis no mercado, o PPR Evoluir pode oferecer uma combinação única de flexibilidade, gestão ativa e benefícios fiscais, que pode não ser tão evidente em soluções mais tradicionais ou com menos opções de personalização.

Se tiveres mais perguntas ou precisares de informações adicionais, estou à disposição!",31,No,4.37,5
1,O Fidelidade Savings é mais indicado para que perfil de risco?,"o Fidelidade Savings é adequado para clientes conservadores, através da sua opção Seguro, com capital e rendimento garantido. Para clientes que gostam moderadamente do risco, através da opção Proteção com garantia de 90% do capital investido no vencimento e exposição ao Índice Multiativos. Para clientes propensos ao risco através da opção Dinâmico com 100% de exposição ao Índice Multiativos. Também está disponível a opção ESG, que investe no índice Multiativos ESG, com risco mas ESG, para clientes com preocupações Ambientais, Sociais e de Governança.","O produto **Fidelidade My Savings** é mais indicado para investidores com um perfil de risco **baixo a moderado**. Este produto é ideal para aqueles que procuram uma forma de poupança segura, com uma rentabilidade estável e previsível, sem expor o capital a grandes oscilações de mercado. 

Se tiveres mais questões sobre este produto ou outros da Fidelidade, estou à disposição para ajudar!",44,No,3.11,6
2,"Fiz uma poupança Kid's para os meus 3 filhos, como garanto que cada um tem direito ao que lá tem?","Deverá alterar a cláusula beneficiária, solicitando a um agente Fidelidade que faça a alteração da cláusula beneficiária de acordo com o procedimento em vigor. Fiscalidade","Olá! É ótimo saber que estás a poupar para os teus filhos. No caso da poupança Kid's da Fidelidade, cada filho pode ter a sua própria conta, o que garante que cada um tenha direito ao montante que lhe corresponde.

Aqui estão algumas opções para garantir que cada um dos teus filhos tenha acesso ao que foi poupado:

1. **Contas Individuais**: Se cada filho tiver uma conta separada, o montante acumulado será exclusivamente dele.

2. **Documentação**: Certifica-te de que a documentação da conta está em nome de cada filho, o que facilitará o acesso aos fundos quando necessário.

3. **Beneficiários**: Podes designar beneficiários para cada conta, assegurando que, em caso de necessidade, os valores sejam atribuídos corretamente.

Se tiveres mais questões ou precisares de mais informações sobre a poupança Kid's ou outros produtos, estou aqui para ajudar!",26,No,3.26,6
3,O Fidelidade Savings permite dedução no IRS?,"não. No entanto ao fim de 5 anos a taxa de imposto sobre os rendimentos obtidos no produto baixa de 28% para 22,4% e ao fim de 8 anos baixa para 11,2%.","O produto **Fidelidade My Savings** não permite dedução no IRS. Este produto é uma solução de poupança que oferece uma rentabilidade garantida, mas não confere benefícios fiscais associados à dedução no IRS, ao contrário de outros produtos como os PPR (Planos Poupança Reforma). 

Se tiveres mais perguntas sobre este ou outros produtos da Fidelidade, estou à disposição para ajudar!",35,No,3.11,6
4,"Tenho de pagar algum imposto sobre os lucros, ou o rendimento já é líquido?",Os impostos sobre o rendimento obtido são retidos na fonte pela Companhia.,"No caso do **Fidelidade My Savings** e do **PPR Evoluir**, os rendimentos obtidos estão sujeitos a impostos. 

### Impostos sobre os lucros:
- **Fidelidade My Savings**: Os rendimentos são tributados em sede de IRS, à taxa de 28% (taxa liberatória).
- **PPR Evoluir**: Os rendimentos também são tributados em sede de IRS, mas a tributação pode ser reduzida para 8% se o capital for mantido até ao final do prazo de 5 anos.

Portanto, os rendimentos não são líquidos, e deves considerar a tributação ao calcular os lucros. Se tiveres mais perguntas sobre os produtos ou sobre a tributação, estou à disposição!",20,No,3.26,6
5,Porque razão o resgate pedido é inferior ao valor recebido?,"Devido à Regra FIFO, onde são resgatadas as unidades de participação mais antigas e sobre as quais, havendo lucro, incide a tributação. Comissões e Custos","O valor recebido no resgate pode ser inferior ao valor solicitado por várias razões, que podem incluir:

1. **Impostos e Taxas**: O montante resgatado pode estar sujeito a impostos ou taxas que são deduzidos do valor total.

2. **Penalizações**: Se o resgate for feito antes de um determinado prazo ou em condições específicas, pode haver penalizações que reduzem o valor recebido.

3. **Valor de Mercado**: O valor dos ativos pode ter flutuado desde o momento da subscrição até ao resgate, afetando o montante final.

4. **Condições Contratuais**: Existem cláusulas específicas nos contratos que podem afetar o valor do resgate, dependendo do produto.

Se precisar de informações mais detalhadas sobre um produto específico da Fidelidade, como o My Savings ou o PPR Evoluir, estou à disposição para ajudar!",26,No,3.21,6
6,Qual é a comissão de gestão anual do Fidelidade Savings?,"nas opções com risco a comissão de Gestão é no máximo 1,2%. Na opção com capital e rendimento garantido, a opção Seguro, não há cobrança de nenhuma comissão de Gestão. Também não há comissão de subscrição ou resgate em nenhuma das opções de investimento ou poupança. Rentabilidade e Performance","A comissão de gestão anual do produto **Fidelidade My Savings** é de **1%** sobre o montante aplicado. Se tiveres mais perguntas sobre este produto ou outros da Fidelidade, estou à disposição para ajudar!",41,No,2.41,6
7,Quais os riscos associados ao Fidelidade Savings para o cliente?,"Depende da opção escolhida. A opção Seguro tem capital e rendimento garantido. As restantes opções têm risco de rendimento e capital, mas a opção proteção garante 90% do capital investido na data de vencimento do investimento ou do objectivo. Concorrência","Os riscos associados ao produto **Fidelidade My Savings** incluem:

1. **Risco de Mercado**: O valor do investimento pode variar em função das condições do mercado, o que pode afetar o retorno esperado.

2. **Risco de Liquidez**: Em determinadas circunstâncias, pode não ser possível resgatar o investimento a qualquer momento, ou pode haver penalizações associadas ao resgate antecipado.

3. **Risco de Taxas**: Podem existir taxas associadas à gestão do produto, que podem impactar o retorno final.

4. **Risco de Rentabilidade**: A rentabilidade não é garantida e pode ser inferior ao esperado, dependendo da evolução dos ativos subjacentes.

5. **Risco de Inflação**: A rentabilidade do investimento pode não acompanhar a inflação, resultando em perda de poder de compra ao longo do tempo.

É importante que os clientes estejam cientes destes riscos e considerem a sua situação financeira e objetivos de investimento antes de optar pelo produto. Se precisar de mais informações ou esclarecimentos, estou à disposição!",31,No,3.13,6
8,O Fidelidade Savings (opção segura) é competitivo face aos certificados do Tesouro Português?,"Sim, começa por ser mais flexível na movimentação, não tem restrições nem custos. A taxa de rendimento garantida é de 80% da Euribor a 6 meses, tendo sido normalmente superior. Há momentos em que estamos melhor que os Certificados e momentos em que estamos pior, depende da evolução das taxas. Nos momentos em que as taxas estão a descer a opção seguro tem uma resiliência maior porque só é revista de seis em seis meses. Funcionamento","Para fazer uma comparação entre o **Fidelidade My Savings** e os **certificados do Tesouro Português**, é importante considerar alguns fatores, como a rentabilidade, a segurança e a liquidez.

### Fidelidade My Savings
- **Rentabilidade**: O produto oferece uma rentabilidade competitiva, que pode ser ajustada ao longo do tempo.
- **Segurança**: É um produto de investimento seguro, com a garantia da Fidelidade.
- **Liquidez**: Permite resgates em qualquer momento, embora possam existir penalizações dependendo do prazo de investimento.

### Certificados do Tesouro Português
- **Rentabilidade**: A rentabilidade pode variar consoante as taxas de juro em vigor e o tipo de certificado.
- **Segurança**: Considerados um dos investimentos mais seguros, pois são garantidos pelo Estado.
- **Liquidez**: A liquidez pode ser menor, dependendo do tipo de certificado e do prazo de maturidade.

### Comparação
- **Rentabilidade**: O Fidelidade My Savings pode oferecer uma rentabilidade semelhante ou superior, dependendo das condições de mercado.
- **Segurança**: Ambos são seguros, mas os certificados do Tesouro têm a garantia do Estado.
- **Liquidez**: O Fidelidade My Savings oferece maior flexibilidade em termos de resgates.

Em resumo, o **Fidelidade My Savings** pode ser uma opção competitiva face aos certificados do Tesouro, especialmente em termos de liquidez e potencial de rentabilidade, mas a escolha deve ser feita com base nas necessidades e perfil de risco do investidor. Se tiveres mais perguntas ou precisares de detalhes específicos, estou à disposição!",33,No,4.29,6
9,Posso subscrever e resgatar em qualquer momento?,Sim posso. Ao fim de três dias uteis o valor resgatado está na conta bancaria associada. Não há encargos de resgate. 2) PPR EVOLUIR Informações Gerais sobre os Produtos,"Olá! 

Em relação aos produtos **Fidelidade My Savings** e **PPR Evoluir**, aqui estão as informações sobre a subscrição e resgate:

### Fidelidade My Savings
- **Subscrição**: Podes subscrever o produto a qualquer momento, conforme as tuas necessidades de poupança.
- **Resgate**: O resgate é também flexível, permitindo-te retirar o montante investido a qualquer momento, sem penalizações.

### PPR Evoluir
- **Subscrição**: A subscrição é igualmente disponível em qualquer momento, permitindo-te iniciar o teu plano de poupança para a reforma quando desejas.
- **Resgate**: O resgate pode ser feito, mas existem algumas condições a considerar, especialmente se o fizeres antes do prazo de maturidade ou fora das situações previstas pela legislação (como reforma, invalidez, entre outras).

Se precisares de mais informações ou esclarecimentos, estou à disposição!",26,No,3.14,6
10,Que tipo de investimento é o PPR Evoluir — Capital e rendimento garantido ou tem risco?,"Ambos. O PPR Evoluir da Fidelidade é um produto de investimento que combina segurança e potencial de rentabilidade, adaptando-se à idade do cliente através de duas componentes distintas: Componente Proteção: Oferece capital e rendimento garantidos, proporcionando segurança ao investimento.; Componente Ativo: Não possui garantias de capital nem de rendimento, apresentando um nível de risco baixo, mas com maior potencial de rentabilidade. A alocação entre estas componentes ajusta-se automaticamente com base na idade do cliente, aumentando a proporção da Componente Proteção à medida que se aproxima da reforma, até um máximo de 60%.","O PPR Evoluir é um produto de Poupança e Previdência que oferece **rendimento variável**, o que significa que não garante um capital e rendimento fixos. Este produto está sujeito a flutuações de mercado, o que implica que o valor do investimento pode variar ao longo do tempo.

### Características do PPR Evoluir:
- **Rendimento variável**: O rendimento depende da evolução dos ativos em que o fundo investe.
- **Risco associado**: Como o rendimento não é garantido, existe um risco associado ao investimento.

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",46,No,3.09,6
11,Este produto tem cobertura de seguro em caso de falecimento?,"Sim. Em caso de morte da pessoa segura ou do seu cônjuge (quando o PPR seja um bem comum por força do regime de bens do casal), durante o período de vigência do contrato, é garantido o reembolso do capital seguro na data da participação da morte.","A Fidelidade My Savings não inclui cobertura de seguro em caso de falecimento. Este produto é um plano de poupança que visa ajudar os clientes a alcançar os seus objetivos financeiros, mas não oferece proteção em caso de morte. Se estiveres à procura de um produto que inclua cobertura de seguro, poderás considerar outras opções disponíveis na Fidelidade, como seguros de vida.

Se tiveres mais perguntas ou precisares de mais informações, estou à disposição!",41,No,3.12,6
12,Posso escolher a componente que pretendo(Ativo ou Proteção)?,"Não. O contrato apenas admite a recomposição automática, pelo que o Tomador do Seguro não tem direito a alterar a composição do investimento. Fiscalidade","Sim, no produto **Fidelidade My Savings**, tens a possibilidade de escolher entre duas componentes: **Ativo** ou **Proteção**. 

- **Componente Ativo**: Esta opção é mais focada na valorização do capital, permitindo um potencial de rendimento mais elevado, mas com um risco associado.
  
- **Componente Proteção**: Esta opção prioriza a segurança do capital investido, oferecendo uma maior proteção, embora com rendimentos potencialmente mais baixos.

A escolha entre estas componentes deve ser feita com base no teu perfil de risco e nos teus objetivos financeiros. Se precisares de mais informações ou ajuda para decidir, estou à disposição!",29,No,3.45,6
13,"Se tiver feito um resgate do meu PPR com mais de 60 anos e com mais de 5 anos de contrato, tenho tributação de 8%?","Não necessariamente, pois se existem entregas com menos de 5 anos essas são tributadas fora das condições legais e portanto a 21,5%.","Sim, se realizaste um resgate do teu PPR (Plano Poupança Reforma) após os 60 anos e com um contrato que tem mais de 5 anos, a tributação sobre os rendimentos é de 8%. Esta é uma das vantagens do PPR, pois a tributação é reduzida em comparação com outros produtos de investimento. Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",34,No,3.13,6
14,"Se tiver feito uma entrega de 1.000€ há 10 anos e outra de 100.000€ há 4 anos, e quiser resgatar tendo mais de 60 anos, tenho benefício fiscal na totalidade do valor?","Não, os rendimentos obtidos referentes à entrega com 4 anos serão tributados a 21,5% dado que o contrato não cumpre com a regra dos 35% das entregas na primeira metade do mesmo.","Para responder à tua questão sobre o resgate e os benefícios fiscais, é importante considerar as regras aplicáveis ao PPR (Plano Poupança Reforma) da Fidelidade.

Se tens mais de 60 anos e realizaste entregas em diferentes momentos, o benefício fiscal pode ser aplicado ao montante total do resgate, desde que as entregas tenham sido feitas em conformidade com as condições do PPR. No entanto, é crucial verificar se as entregas respeitam os prazos e as condições estabelecidas pela legislação em vigor.

### Benefícios Fiscais:
- **Resgates após os 60 anos**: Geralmente, os resgates feitos após os 60 anos podem beneficiar de isenção de IRS sobre os rendimentos acumulados, desde que o PPR tenha sido mantido por um período mínimo de 5 anos.
- **Totalidade do valor**: Se as entregas foram feitas de acordo com as regras e respeitam os prazos, é possível que o resgate total beneficie da isenção fiscal.

Recomendo que consultes um especialista em fiscalidade ou um agente da Fidelidade para obter informações detalhadas e personalizadas sobre a tua situação específica.",23,No,4.29,6
15,A rentabilidade gerada pelo ppr anualmente é alvo de tributaçao anualmente ou apenas no final do contrato ou em caso de resgate antecipado?,Apenas no final do contrato ou se houver resgates. Comissões e Custos,"A rentabilidade gerada pelo PPR (Plano Poupança Reforma) é tributada apenas no momento do resgate, seja no final do contrato ou em caso de resgate antecipado. Portanto, não há tributação anual sobre a rentabilidade acumulada. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",29,No,3.11,6
16,Qual é a comissão de gestão anual do PPR Evoluir?,"Depende da componente de Investimento do PPR Evoluir. Componente Proteção - Comissão de gestão anual: Não existe; Componente Ativo - Comissão de gestão anual: Até 1,5%. Concorrência","A comissão de gestão anual do PPR Evoluir é de **1,5%** sobre o capital investido. Se precisares de mais informações ou de comparações com outros produtos, estou à disposição!",44,No,2.06,6
